@relation Hailfinder

@attribute WindFieldMt {Westerly,LVorOther}
@attribute MorningCIN {None,PartInhibit,Stifling,TotalInhibit}
@attribute VISCloudCov {Cloudy,PC,Clear}
@attribute IRCloudCover {Cloudy,PC,Clear}
@attribute AMInstabMt {None,Weak,Strong}
@attribute R5Fcst {NIL,SIG,SVR}
@attribute MountainFcst {NIL,SIG,SVR}
@attribute MeanRH {VeryMoist,Average,Dry}
@attribute MidLLapse {CloseToDryAd,Steep,ModerateOrLe}
@attribute RHRatio {MoistMDryL,DryMMoistL,Other}
@attribute LoLevMoistAd {StrongPos,WeakPos,Neutral,Negative}
@attribute LowLLapse {CloseToDryAd,Steep,ModerateOrLe,Stable}
@attribute MvmtFeatures {StrongFront,MarkedUpper,OtherRapid,NoMajor}
@attribute TempDis {QStationary,Moving,None,Other}
@attribute WindAloft {LV,SWQuad,NWQuad,AllElse}
@attribute AMCINInScen {LessThanAve,Average,MoreThanAve}
@attribute CapChange {Decreasing,LittleChange,Increasing}
@attribute SynForcng {SigNegative,NegToPos,SigPositive,PosToNeg,LittleChange}
@attribute SatContMoist {VeryWet,Wet,Neutral,Dry}
@attribute RaoContMoist {VeryWet,Wet,Neutral,Dry}
@attribute CombMoisture {VeryWet,Wet,Neutral,Dry}
@attribute LatestCIN {None,PartInhibit,Stifling,TotalInhibit}
@attribute LLIW {Unfavorable,Weak,Moderate,Strong}
@attribute Date {May15_Jun14,Jun15_Jul1,Jul2_Jul15,Jul16_Aug10,Aug11_Aug20,Aug20_Sep15}
@attribute WindFieldPln {LV,DenvCyclone,LongAnticyc,E_NE,SEQuad,WidespdDnsl}
@attribute Dewpoints {LowEvrywhere,LowAtStation,LowSHighN,LowNHighS,LowMtsHighPl,HighEvrywher,Other}
@attribute SfcWndShfDis {DenvCyclone,E_W_N,E_W_S,MovingFtorOt,DryLine,None,Other}
@attribute InsChange {Decreasing,LittleChange,Increasing}
@attribute MorningBound {None,Weak,Strong}
@attribute OutflowFrMt {None,Weak,Strong}
@attribute WndHodograph {DCVZFavor,StrongWest,Westerly,Other}
@attribute N34StarFcst {NIL,SIG,SVR}
@attribute AreaMoDryAir {VeryWet,Wet,Neutral,Dry}
@attribute CombClouds {Cloudy,PC,Clear}
@attribute ScenRelAMCIN {AB,CThruK}
@attribute LIfr12ZDENSd {LIGt0,N1GtLIGt_4,N5GtLIGt_8,LILt_8}
@attribute AMDewptCalPl {Instability,Neutral,Stability}
@attribute AMInsWliScen {LessUnstable,Average,MoreUnstable}
@attribute N0_7muVerMo {StrongUp,WeakUp,Neutral,Down}
@attribute SubjVertMo {StronUp,WeakUp,Neutral,Down}
@attribute QGVertMotion {StrongUp,WeakUp,Neutral,Down}
@attribute CombVerMo {StrongUp,WeakUp,Neutral,Down}
@attribute AreaMeso_ALS {StrongUp,WeakUp,Neutral,Down}
@attribute CldShadeOth {Cloudy,PC,Clear}
@attribute Boundaries {None,Weak,Strong}
@attribute CldShadeConv {None,Some,Marked}
@attribute InsInMt {None,Weak,Strong}
@attribute ScenRel3_4 {ACEFK,B,D,GJ,HI}
@attribute ScenRelAMIns {ABI,CDEJ,F,G,H,K}
@attribute CompPlFcst {IncCapDecIns,LittleChange,DecCapIncIns}
@attribute CurPropConv {None,Slight,Moderate,Strong}
@attribute Scenario {A,B,C,D,E,F,G,H,I,J,K}
@attribute CapInScen {LessThanAve,Average,MoreThanAve}
@attribute InsSclInScen {LessUnstable,Average,MoreUnstable}
@attribute ScnRelPlFcst {A,B,C,D,E,F,G,H,I,J,K}
@attribute PlainsFcst {NIL,SIG,SVR}

@data
LVorOther,PartInhibit,PC,Clear,Strong,SVR,SVR,Dry,ModerateOrLe,MoistMDryL,WeakPos,Steep,OtherRapid,None,SWQuad,Average,LittleChange,SigNegative,Wet,Wet,VeryWet,PartInhibit,Moderate,Jul16_Aug10,DenvCyclone,Other,E_W_S,LittleChange,None,Strong,DCVZFavor,NIL,VeryWet,Clear,CThruK,N1GtLIGt_4,Instability,MoreUnstable,WeakUp,Neutral,Neutral,Neutral,Neutral,Clear,Strong,Marked,Strong,ACEFK,CDEJ,LittleChange,None,E,Average,MoreUnstable,E,NIL
Westerly,None,Clear,PC,None,SIG,NIL,Dry,CloseToDryAd,DryMMoistL,WeakPos,CloseToDryAd,OtherRapid,QStationary,NWQuad,LessThanAve,LittleChange,NegToPos,Wet,VeryWet,Wet,None,Weak,May15_Jun14,SEQuad,LowSHighN,MovingFtorOt,LittleChange,Weak,None,Other,SIG,Wet,Clear,CThruK,N5GtLIGt_8,Instability,Average,StrongUp,WeakUp,Neutral,WeakUp,WeakUp,PC,Weak,None,None,HI,ABI,LittleChange,Moderate,I,LessThanAve,MoreUnstable,I,SIG
Westerly,Stifling,PC,PC,None,NIL,NIL,Dry,ModerateOrLe,DryMMoistL,Neutral,Steep,NoMajor,None,SWQuad,LessThanAve,Increasing,NegToPos,Wet,Neutral,Neutral,PartInhibit,Weak,Aug20_Sep15,DenvCyclone,LowEvrywhere,DenvCyclone,Increasing,None,None,Westerly,NIL,Neutral,PC,AB,N1GtLIGt_4,Stability,LessUnstable,Neutral,Neutral,Neutral,Neutral,Neutral,PC,None,None,None,B,ABI,IncCapDecIns,Slight,B,MoreThanAve,Average,B,NIL
LVorOther,PartInhibit,Cloudy,PC,None,SIG,SIG,Average,CloseToDryAd,Other,Negative,ModerateOrLe,NoMajor,QStationary,AllElse,Average,Increasing,NegToPos,Dry,Neutral,Dry,None,Moderate,Aug20_Sep15,DenvCyclone,LowSHighN,DenvCyclone,Decreasing,Strong,Weak,DCVZFavor,SIG,Dry,Cloudy,AB,LILt_8,Instability,MoreUnstable,WeakUp,Down,Neutral,Down,Down,PC,Strong,Some,Weak,B,ABI,IncCapDecIns,Strong,B,MoreThanAve,LessUnstable,B,SIG
LVorOther,PartInhibit,PC,Clear,Strong,SVR,SVR,Dry,ModerateOrLe,DryMMoistL,Negative,Steep,NoMajor,Moving,LV,Average,Decreasing,LittleChange,Wet,Wet,Wet,None,Moderate,Jul16_Aug10,LV,LowAtStation,DenvCyclone,Decreasing,Strong,Strong,StrongWest,SIG,Wet,Clear,CThruK,N5GtLIGt_8,Stability,Average,Down,Neutral,Down,Down,Down,Clear,Strong,Marked,Strong,GJ,CDEJ,DecCapIncIns,Strong,J,LessThanAve,LessUnstable,J,SIG
LVorOther,Stifling,PC,Cloudy,Strong,SVR,SVR,Average,ModerateOrLe,MoistMDryL,StrongPos,CloseToDryAd,NoMajor,None,SWQuad,MoreThanAve,Increasing,LittleChange,Neutral,Neutral,Dry,None,Moderate,Aug20_Sep15,SEQuad,LowEvrywhere,None,Increasing,Strong,Weak,StrongWest,SIG,Dry,Cloudy,CThruK,N1GtLIGt_4,Instability,MoreUnstable,WeakUp,Neutral,WeakUp,WeakUp,WeakUp,PC,Strong,Marked,Strong,ACEFK,CDEJ,IncCapDecIns,Slight,E,MoreThanAve,MoreUnstable,E,SIG
LVorOther,PartInhibit,Cloudy,Cloudy,None,NIL,NIL,Average,Steep,DryMMoistL,Negative,Stable,MarkedUpper,Moving,NWQuad,LessThanAve,Increasing,SigNegative,Dry,Neutral,VeryWet,None,Moderate,Jul16_Aug10,E_NE,LowMtsHighPl,MovingFtorOt,Decreasing,Strong,None,StrongWest,NIL,Wet,Cloudy,CThruK,N1GtLIGt_4,Stability,LessUnstable,Down,Neutral,StrongUp,Neutral,Neutral,Cloudy,Strong,None,None,HI,H,IncCapDecIns,Moderate,H,Average,LessUnstable,H,NIL
Westerly,TotalInhibit,PC,PC,None,SIG,NIL,Average,CloseToDryAd,MoistMDryL,Negative,Steep,OtherRapid,Other,NWQuad,MoreThanAve,LittleChange,SigPositive,Dry,Dry,Dry,PartInhibit,Moderate,Jun15_Jul1,LongAnticyc,LowEvrywhere,E_W_N,LittleChange,None,Weak,DCVZFavor,SIG,Dry,PC,CThruK,N1GtLIGt_4,Neutral,MoreUnstable,Down,WeakUp,StrongUp,Neutral,Neutral,PC,Weak,Some,Weak,ACEFK,CDEJ,LittleChange,Slight,C,MoreThanAve,MoreUnstable,C,SIG
Westerly,PartInhibit,Clear,PC,None,NIL,NIL,Dry,ModerateOrLe,MoistMDryL,Neutral,ModerateOrLe,NoMajor,QStationary,AllElse,Average,LittleChange,PosToNeg,Wet,Wet,Wet,Stifling,Moderate,Aug20_Sep15,DenvCyclone,LowSHighN,None,Decreasing,Weak,None,Other,NIL,VeryWet,Clear,CThruK,N5GtLIGt_8,Instability,MoreUnstable,Down,Neutral,StrongUp,WeakUp,WeakUp,PC,None,None,None,ACEFK,K,LittleChange,Slight,K,Average,MoreUnstable,K,NIL
Westerly,Stifling,PC,PC,Strong,SVR,SVR,VeryMoist,ModerateOrLe,DryMMoistL,StrongPos,Stable,OtherRapid,None,NWQuad,Average,LittleChange,LittleChange,Dry,VeryWet,Wet,None,Strong,Aug20_Sep15,WidespdDnsl,LowAtStation,Other,LittleChange,None,Strong,Westerly,SIG,VeryWet,PC,CThruK,N1GtLIGt_4,Instability,Average,WeakUp,Neutral,Down,Neutral,Neutral,PC,Strong,Some,Strong,ACEFK,K,LittleChange,Strong,K,Average,Average,K,SIG
Westerly,None,PC,Clear,Strong,SIG,SIG,Average,Steep,MoistMDryL,Negative,Stable,OtherRapid,None,AllElse,LessThanAve,Increasing,LittleChange,Dry,Dry,Wet,PartInhibit,Weak,Jul16_Aug10,WidespdDnsl,LowMtsHighPl,E_W_N,Decreasing,None,Weak,DCVZFavor,NIL,Wet,PC,CThruK,LILt_8,Neutral,Average,WeakUp,WeakUp,Neutral,Neutral,Neutral,PC,None,Marked,Strong,ACEFK,CDEJ,IncCapDecIns,None,E,LessThanAve,LessUnstable,E,NIL
Westerly,PartInhibit,PC,Clear,Strong,SVR,SVR,Dry,ModerateOrLe,Other,WeakPos,ModerateOrLe,MarkedUpper,None,NWQuad,LessThanAve,Decreasing,SigPositive,Dry,Wet,Wet,None,Weak,Aug11_Aug20,WidespdDnsl,Other,MovingFtorOt,Increasing,Weak,Weak,DCVZFavor,NIL,Neutral,Clear,CThruK,N5GtLIGt_8,Instability,Average,WeakUp,Down,StrongUp,Neutral,Neutral,Clear,Weak,Some,Strong,ACEFK,K,DecCapIncIns,Slight,K,LessThanAve,MoreUnstable,K,NIL
LVorOther,None,Cloudy,Cloudy,None,NIL,NIL,Average,CloseToDryAd,Other,Negative,Steep,NoMajor,None,LV,LessThanAve,Decreasing,LittleChange,Neutral,VeryWet,Neutral,None,Unfavorable,Jul2_Jul15,WidespdDnsl,LowAtStation,E_W_S,Decreasing,None,None,Other,NIL,Wet,Cloudy,CThruK,N1GtLIGt_4,Stability,LessUnstable,StrongUp,Neutral,StrongUp,StrongUp,StrongUp,Cloudy,None,None,None,GJ,CDEJ,DecCapIncIns,None,J,LessThanAve,LessUnstable,J,NIL
LVorOther,None,Clear,Clear,Weak,SIG,SIG,Average,CloseToDryAd,DryMMoistL,Negative,Stable,NoMajor,Moving,AllElse,LessThanAve,Increasing,SigNegative,Wet,Neutral,Wet,PartInhibit,Moderate,Jul16_Aug10,E_NE,HighEvrywher,None,Decreasing,None,Weak,StrongWest,NIL,Neutral,Clear,CThruK,N1GtLIGt_4,Stability,Average,Down,Neutral,Down,Down,Down,Clear,Weak,Some,Weak,HI,H,IncCapDecIns,None,H,MoreThanAve,Average,H,NIL
Westerly,None,Clear,PC,Strong,SVR,SVR,Dry,CloseToDryAd,Other,WeakPos,CloseToDryAd,StrongFront,None,NWQuad,LessThanAve,Increasing,LittleChange,Neutral,Wet,Neutral,PartInhibit,Weak,Jul16_Aug10,WidespdDnsl,LowSHighN,Other,Increasing,Weak,Weak,DCVZFavor,SIG,Neutral,Clear,CThruK,N1GtLIGt_4,Instability,MoreUnstable,WeakUp,Neutral,WeakUp,Neutral,Neutral,Clear,Weak,Marked,Strong,GJ,G,IncCapDecIns,None,G,Average,MoreUnstable,G,SIG
Westerly,PartInhibit,PC,PC,Strong,NIL,NIL,Average,Steep,MoistMDryL,WeakPos,ModerateOrLe,NoMajor,None,AllElse,Average,Decreasing,NegToPos,Wet,Wet,Wet,TotalInhibit,Moderate,Aug11_Aug20,WidespdDnsl,LowNHighS,None,LittleChange,Strong,Strong,DCVZFavor,NIL,Neutral,Cloudy,CThruK,N5GtLIGt_8,Stability,Average,Down,Neutral,Down,Down,Down,Cloudy,Strong,Marked,Strong,ACEFK,CDEJ,DecCapIncIns,None,E,Average,MoreUnstable,E,NIL
Westerly,TotalInhibit,PC,PC,None,SIG,NIL,Dry,ModerateOrLe,Other,Neutral,Steep,OtherRapid,None,AllElse,Average,Decreasing,LittleChange,VeryWet,VeryWet,VeryWet,None,Weak,Jun15_Jul1,LongAnticyc,LowAtStation,E_W_N,Decreasing,Weak,None,StrongWest,SIG,VeryWet,PC,CThruK,N1GtLIGt_4,Neutral,MoreUnstable,WeakUp,Neutral,Neutral,WeakUp,WeakUp,Cloudy,Weak,None,None,ACEFK,CDEJ,DecCapIncIns,Moderate,C,LessThanAve,MoreUnstable,C,SIG
Westerly,TotalInhibit,Cloudy,Clear,Strong,SIG,SIG,Average,CloseToDryAd,DryMMoistL,Negative,ModerateOrLe,NoMajor,None,SWQuad,MoreThanAve,Increasing,LittleChange,Neutral,Neutral,Neutral,Stifling,Moderate,Aug11_Aug20,DenvCyclone,Other,E_W_S,Decreasing,None,Strong,Westerly,NIL,Neutral,Cloudy,AB,N1GtLIGt_4,Stability,LessUnstable,Down,StronUp,Neutral,Neutral,Neutral,PC,Weak,Marked,Strong,B,ABI,IncCapDecIns,None,B,MoreThanAve,LessUnstable,B,NIL
Westerly,PartInhibit,Clear,Clear,Weak,SVR,SVR,Average,ModerateOrLe,MoistMDryL,StrongPos,Steep,OtherRapid,None,AllElse,Average,LittleChange,NegToPos,Neutral,Neutral,Neutral,None,Weak,Aug20_Sep15,LongAnticyc,LowNHighS,None,Increasing,Strong,Strong,Westerly,SIG,Dry,Clear,CThruK,N1GtLIGt_4,Neutral,Average,Down,WeakUp,WeakUp,Neutral,Neutral,Clear,Strong,Some,Strong,ACEFK,CDEJ,LittleChange,Moderate,E,Average,MoreUnstable,E,SIG
LVorOther,PartInhibit,PC,PC,None,NIL,NIL,Dry,ModerateOrLe,DryMMoistL,Negative,ModerateOrLe,StrongFront,Other,SWQuad,LessThanAve,LittleChange,SigPositive,Dry,Neutral,VeryWet,None,Weak,Jun15_Jul1,E_NE,Other,DenvCyclone,Decreasing,Weak,None,Westerly,NIL,VeryWet,Cloudy,CThruK,N5GtLIGt_8,Stability,Average,StrongUp,Neutral,StrongUp,WeakUp,WeakUp,Cloudy,None,None,None,ACEFK,K,LittleChange,Moderate,K,LessThanAve,LessUnstable,K,NIL
Westerly,PartInhibit,PC,Clear,Strong,SIG,SIG,Average,ModerateOrLe,DryMMoistL,Negative,ModerateOrLe,NoMajor,Moving,SWQuad,MoreThanAve,LittleChange,LittleChange,Dry,Wet,Wet,None,Moderate,Aug20_Sep15,DenvCyclone,LowSHighN,E_W_S,Decreasing,None,None,DCVZFavor,NIL,Wet,Clear,CThruK,N1GtLIGt_4,Neutral,LessUnstable,StrongUp,Neutral,Neutral,WeakUp,WeakUp,Clear,None,Marked,Strong,HI,ABI,LittleChange,Strong,I,MoreThanAve,LessUnstable,I,NIL
Westerly,PartInhibit,PC,PC,Strong,SIG,SIG,Dry,CloseToDryAd,MoistMDryL,Neutral,Steep,NoMajor,Other,AllElse,LessThanAve,Increasing,SigPositive,Neutral,Neutral,Neutral,PartInhibit,Strong,Jul2_Jul15,WidespdDnsl,LowNHighS,E_W_N,LittleChange,None,None,Westerly,NIL,VeryWet,PC,CThruK,N1GtLIGt_4,Instability,MoreUnstable,Neutral,StronUp,StrongUp,StrongUp,StrongUp,Cloudy,None,Some,Strong,ACEFK,CDEJ,IncCapDecIns,Strong,C,LessThanAve,Average,C,NIL
LVorOther,PartInhibit,PC,PC,Weak,NIL,NIL,Dry,CloseToDryAd,MoistMDryL,WeakPos,ModerateOrLe,NoMajor,None,LV,LessThanAve,LittleChange,LittleChange,Neutral,Wet,Neutral,Stifling,Unfavorable,Jun15_Jul1,LV,LowEvrywhere,DryLine,LittleChange,None,Strong,Westerly,NIL,Neutral,PC,CThruK,LIGt0,Instability,LessUnstable,WeakUp,StronUp,Down,Neutral,Neutral,PC,Weak,Some,Strong,GJ,CDEJ,LittleChange,None,J,LessThanAve,LessUnstable,J,NIL
LVorOther,None,Clear,PC,Strong,NIL,NIL,VeryMoist,Steep,DryMMoistL,Neutral,Steep,NoMajor,Other,AllElse,LessThanAve,LittleChange,LittleChange,Neutral,VeryWet,Neutral,Stifling,Moderate,May15_Jun14,DenvCyclone,HighEvrywher,DenvCyclone,LittleChange,Strong,Weak,StrongWest,NIL,Neutral,Clear,AB,N1GtLIGt_4,Stability,LessUnstable,Neutral,Neutral,Neutral,Neutral,Neutral,Clear,Strong,Marked,Strong,B,ABI,LittleChange,Slight,B,LessThanAve,LessUnstable,B,NIL
LVorOther,Stifling,Clear,Clear,None,SIG,NIL,Average,ModerateOrLe,DryMMoistL,WeakPos,CloseToDryAd,StrongFront,QStationary,AllElse,Average,Decreasing,LittleChange,Dry,Dry,Neutral,PartInhibit,Strong,Aug20_Sep15,E_NE,LowSHighN,E_W_N,LittleChange,Strong,Weak,DCVZFavor,SIG,Dry,Clear,CThruK,N5GtLIGt_8,Neutral,Average,StrongUp,Down,Neutral,Neutral,Neutral,Clear,Strong,Some,Weak,HI,ABI,DecCapIncIns,Strong,I,Average,Average,I,SIG
Westerly,PartInhibit,PC,PC,Strong,SVR,SVR,Average,Steep,DryMMoistL,Neutral,Stable,MarkedUpper,Moving,NWQuad,Average,Decreasing,NegToPos,VeryWet,Neutral,Neutral,PartInhibit,Strong,May15_Jun14,E_NE,HighEvrywher,None,LittleChange,None,Weak,Other,SVR,Neutral,PC,CThruK,N1GtLIGt_4,Neutral,LessUnstable,Neutral,Neutral,Neutral,Neutral,Neutral,PC,Strong,Some,Strong,HI,H,DecCapIncIns,Strong,H,LessThanAve,LessUnstable,H,SVR
LVorOther,Stifling,PC,PC,Weak,NIL,NIL,Average,Steep,Other,Negative,ModerateOrLe,MarkedUpper,QStationary,SWQuad,LessThanAve,Increasing,PosToNeg,Wet,Dry,Dry,PartInhibit,Moderate,Aug20_Sep15,DenvCyclone,LowEvrywhere,DenvCyclone,Decreasing,Weak,Weak,Westerly,NIL,Dry,Cloudy,AB,N1GtLIGt_4,Stability,LessUnstable,Neutral,Neutral,Neutral,Neutral,Neutral,Cloudy,Weak,None,Weak,ACEFK,ABI,IncCapDecIns,Moderate,A,Average,LessUnstable,A,NIL
Westerly,PartInhibit,PC,PC,Strong,SIG,SIG,Average,CloseToDryAd,Other,Negative,Stable,OtherRapid,Other,NWQuad,LessThanAve,LittleChange,NegToPos,VeryWet,Neutral,Wet,PartInhibit,Moderate,Aug20_Sep15,DenvCyclone,LowSHighN,E_W_S,Decreasing,None,Weak,Westerly,SIG,Wet,PC,AB,LIGt0,Stability,LessUnstable,Down,Neutral,Neutral,Neutral,Neutral,PC,Weak,Marked,Strong,B,ABI,LittleChange,Moderate,B,LessThanAve,LessUnstable,B,SIG
LVorOther,PartInhibit,Clear,Clear,None,SIG,NIL,Average,ModerateOrLe,MoistMDryL,Negative,ModerateOrLe,StrongFront,None,LV,Average,LittleChange,PosToNeg,Wet,Dry,Wet,PartInhibit,Strong,Jun15_Jul1,SEQuad,LowMtsHighPl,DryLine,Decreasing,None,None,Westerly,SIG,VeryWet,Clear,CThruK,N1GtLIGt_4,Instability,Average,WeakUp,StronUp,Neutral,StrongUp,StrongUp,PC,None,None,None,GJ,CDEJ,LittleChange,Strong,J,Average,LessUnstable,J,SIG
LVorOther,PartInhibit,Cloudy,PC,None,SIG,NIL,Dry,CloseToDryAd,Other,StrongPos,ModerateOrLe,NoMajor,None,AllElse,LessThanAve,Decreasing,LittleChange,Neutral,Wet,Neutral,PartInhibit,Moderate,Jun15_Jul1,WidespdDnsl,LowEvrywhere,None,Increasing,None,None,StrongWest,SIG,Neutral,PC,CThruK,N5GtLIGt_8,Stability,Average,Neutral,Down,Neutral,Neutral,Neutral,PC,None,None,None,GJ,G,DecCapIncIns,Slight,G,LessThanAve,Average,G,SIG
Westerly,PartInhibit,Clear,Clear,None,SIG,SIG,Average,Steep,MoistMDryL,WeakPos,Steep,NoMajor,None,SWQuad,LessThanAve,LittleChange,SigNegative,Neutral,Neutral,Neutral,PartInhibit,Moderate,Aug20_Sep15,E_NE,LowMtsHighPl,DryLine,LittleChange,Weak,Weak,Other,NIL,Neutral,Clear,CThruK,LILt_8,Stability,MoreUnstable,StrongUp,WeakUp,StrongUp,StrongUp,StrongUp,Clear,Weak,Some,Strong,ACEFK,CDEJ,LittleChange,None,E,LessThanAve,MoreUnstable,E,NIL
Westerly,PartInhibit,PC,Clear,Strong,SIG,SIG,Average,ModerateOrLe,MoistMDryL,Negative,CloseToDryAd,NoMajor,None,AllElse,LessThanAve,Decreasing,LittleChange,Wet,Neutral,Neutral,None,Weak,Jul16_Aug10,DenvCyclone,LowEvrywhere,DryLine,Decreasing,Weak,Strong,Westerly,SIG,Neutral,PC,CThruK,N1GtLIGt_4,Neutral,MoreUnstable,Neutral,StronUp,Neutral,WeakUp,WeakUp,PC,Strong,Some,Strong,ACEFK,CDEJ,DecCapIncIns,Moderate,E,LessThanAve,MoreUnstable,E,SIG
Westerly,Stifling,Clear,PC,None,SIG,NIL,Dry,CloseToDryAd,Other,Neutral,Steep,NoMajor,None,AllElse,MoreThanAve,LittleChange,SigNegative,Wet,Dry,Wet,PartInhibit,Moderate,Jul2_Jul15,LongAnticyc,LowEvrywhere,Other,Increasing,Weak,Weak,DCVZFavor,SIG,Neutral,Clear,CThruK,N1GtLIGt_4,Stability,MoreUnstable,Down,Down,Neutral,Down,Down,Clear,Weak,None,Weak,GJ,G,LittleChange,Moderate,G,MoreThanAve,MoreUnstable,G,SIG
LVorOther,PartInhibit,Clear,PC,Weak,SVR,SVR,Dry,CloseToDryAd,MoistMDryL,Negative,CloseToDryAd,StrongFront,None,LV,Average,Decreasing,SigPositive,Dry,Neutral,VeryWet,Stifling,Weak,May15_Jun14,WidespdDnsl,LowEvrywhere,DryLine,Decreasing,None,None,Other,NIL,VeryWet,Clear,CThruK,N1GtLIGt_4,Instability,MoreUnstable,Down,Neutral,Neutral,Neutral,Neutral,Clear,None,None,Strong,GJ,G,DecCapIncIns,None,G,LessThanAve,LessUnstable,G,NIL
Westerly,PartInhibit,PC,PC,Weak,SIG,NIL,Average,CloseToDryAd,DryMMoistL,WeakPos,Stable,NoMajor,Other,AllElse,Average,Increasing,SigPositive,VeryWet,VeryWet,VeryWet,None,Moderate,May15_Jun14,DenvCyclone,HighEvrywher,None,Increasing,Weak,None,Westerly,SIG,VeryWet,PC,AB,LILt_8,Neutral,MoreUnstable,Down,Neutral,Neutral,Neutral,Neutral,PC,None,Some,Weak,B,ABI,IncCapDecIns,Moderate,B,Average,MoreUnstable,B,SIG
Westerly,None,PC,PC,None,NIL,NIL,Average,ModerateOrLe,Other,WeakPos,Steep,NoMajor,Moving,LV,LessThanAve,Increasing,NegToPos,Dry,VeryWet,Wet,None,Weak,Jul2_Jul15,SEQuad,LowSHighN,MovingFtorOt,Increasing,None,None,DCVZFavor,NIL,Wet,PC,CThruK,N1GtLIGt_4,Neutral,MoreUnstable,Neutral,StronUp,Neutral,Neutral,Neutral,PC,Weak,None,None,HI,ABI,IncCapDecIns,Moderate,I,MoreThanAve,MoreUnstable,I,NIL
LVorOther,PartInhibit,PC,PC,None,NIL,NIL,VeryMoist,ModerateOrLe,Other,WeakPos,ModerateOrLe,NoMajor,Other,AllElse,LessThanAve,Increasing,SigNegative,Wet,Wet,Wet,Stifling,Weak,Jul16_Aug10,DenvCyclone,HighEvrywher,E_W_S,LittleChange,Weak,None,DCVZFavor,NIL,Wet,PC,CThruK,N5GtLIGt_8,Stability,Average,WeakUp,Neutral,Neutral,WeakUp,WeakUp,PC,Weak,None,None,ACEFK,F,IncCapDecIns,Moderate,F,LessThanAve,Average,F,NIL
Westerly,PartInhibit,Clear,Clear,Weak,SIG,SIG,VeryMoist,ModerateOrLe,DryMMoistL,Neutral,ModerateOrLe,StrongFront,Moving,LV,Average,Decreasing,SigNegative,Neutral,Neutral,VeryWet,TotalInhibit,Strong,May15_Jun14,LV,Other,None,Decreasing,Weak,Strong,Westerly,NIL,VeryWet,Clear,CThruK,N1GtLIGt_4,Stability,MoreUnstable,Neutral,WeakUp,Neutral,Neutral,Neutral,Clear,Weak,Some,Strong,ACEFK,K,DecCapIncIns,None,K,Average,MoreUnstable,K,NIL
Westerly,PartInhibit,Cloudy,PC,Strong,SVR,SVR,Average,ModerateOrLe,Other,StrongPos,ModerateOrLe,NoMajor,None,AllElse,LessThanAve,Increasing,LittleChange,Neutral,Dry,Dry,PartInhibit,Weak,Aug20_Sep15,DenvCyclone,LowMtsHighPl,DenvCyclone,Increasing,Strong,None,Other,SVR,Dry,Cloudy,AB,N1GtLIGt_4,Neutral,Average,WeakUp,Down,Neutral,Down,Down,Clear,Strong,Marked,Strong,B,ABI,IncCapDecIns,Moderate,B,MoreThanAve,MoreUnstable,B,SVR
LVorOther,Stifling,Clear,Clear,None,NIL,NIL,Average,Steep,Other,WeakPos,Steep,NoMajor,Moving,NWQuad,LessThanAve,Increasing,PosToNeg,Neutral,Neutral,Wet,PartInhibit,Moderate,Aug20_Sep15,DenvCyclone,LowNHighS,DenvCyclone,Increasing,None,None,DCVZFavor,NIL,VeryWet,Clear,AB,N5GtLIGt_8,Stability,Average,WeakUp,Neutral,Neutral,Neutral,Neutral,Clear,None,None,None,B,ABI,IncCapDecIns,Moderate,B,Average,Average,B,NIL
LVorOther,Stifling,Clear,Clear,Strong,SIG,SIG,VeryMoist,ModerateOrLe,Other,Negative,CloseToDryAd,NoMajor,Other,LV,Average,Increasing,LittleChange,Neutral,Neutral,Neutral,TotalInhibit,Moderate,Jun15_Jul1,LV,HighEvrywher,MovingFtorOt,Increasing,Strong,Strong,Westerly,SIG,Neutral,Clear,AB,N1GtLIGt_4,Stability,Average,Down,Neutral,Neutral,Neutral,Neutral,Clear,Strong,Some,Strong,B,ABI,IncCapDecIns,None,B,Average,MoreUnstable,B,SIG
LVorOther,PartInhibit,Clear,Clear,Strong,SVR,SIG,Dry,Steep,Other,Negative,Steep,MarkedUpper,None,NWQuad,Average,LittleChange,SigPositive,Neutral,VeryWet,VeryWet,PartInhibit,Moderate,Jul2_Jul15,SEQuad,LowMtsHighPl,None,LittleChange,None,Weak,StrongWest,SVR,VeryWet,Clear,CThruK,N1GtLIGt_4,Instability,MoreUnstable,WeakUp,StronUp,Neutral,Neutral,Neutral,Clear,Weak,Marked,Strong,D,CDEJ,LittleChange,None,D,Average,MoreUnstable,D,SVR
Westerly,None,Clear,PC,Weak,SIG,SIG,Dry,CloseToDryAd,MoistMDryL,Negative,Steep,NoMajor,None,NWQuad,Average,LittleChange,SigPositive,Dry,Wet,Wet,TotalInhibit,Unfavorable,Jun15_Jul1,SEQuad,LowEvrywhere,None,Decreasing,Weak,None,Other,SIG,Wet,PC,CThruK,N1GtLIGt_4,Instability,Average,Neutral,StronUp,Neutral,WeakUp,WeakUp,PC,Weak,None,Weak,GJ,G,LittleChange,None,G,Average,LessUnstable,G,SIG
